game_pk,date,away_team,home_team
717550,2023-07-01,New York Yankees,St. Louis Cardinals
717539,2023-07-01,San Diego Padres,Cincinnati Reds
717545,2023-07-01,New York Yankees,St. Louis Cardinals
717550,2023-07-01,New York Yankees,St. Louis Cardinals
717547,2023-07-01,Boston Red Sox,Toronto Blue Jays
717542,2023-07-01,Houston Astros,Texas Rangers
717541,2023-07-01,Minnesota Twins,Baltimore Orioles
717543,2023-07-01,Washington Nationals,Philadelphia Phillies
717540,2023-07-01,Milwaukee Brewers,Pittsburgh Pirates
717538,2023-07-01,Chicago White Sox,Oakland Athletics
717535,2023-07-01,San Francisco Giants,New York Mets
717536,2023-07-01,Miami Marlins,Atlanta Braves
717546,2023-07-01,Cleveland Guardians,Chicago Cubs
717537,2023-07-01,Los Angeles Dodgers,Kansas City Royals
717534,2023-07-01,Tampa Bay Rays,Seattle Mariners
717544,2023-07-01,Detroit Tigers,Colorado Rockies
717533,2023-07-01,Arizona Diamondbacks,Los Angeles Angels
717529,2023-07-02,Minnesota Twins,Baltimore Orioles
717528,2023-07-02,Washington Nationals,Philadelphia Phillies
717532,2023-07-02,Miami Marlins,Atlanta Braves
717531,2023-07-02,Milwaukee Brewers,Pittsburgh Pirates
717530,2023-07-02,Boston Red Sox,Toronto Blue Jays
717526,2023-07-02,San Diego Padres,Cincinnati Reds
717527,2023-07-02,Los Angeles Dodgers,Kansas City Royals
717524,2023-07-02,New York Yankees,St. Louis Cardinals
717520,2023-07-02,Houston Astros,Texas Rangers
717523,2023-07-02,Detroit Tigers,Colorado Rockies
717522,2023-07-02,Arizona Diamondbacks,Los Angeles Angels
717518,2023-07-02,Chicago White Sox,Oakland Athletics
717519,2023-07-02,Tampa Bay Rays,Seattle Mariners
717521,2023-07-02,Cleveland Guardians,Chicago Cubs
717525,2023-07-02,San Francisco Giants,New York Mets
717514,2023-07-03,Houston Astros,Texas Rangers
717511,2023-07-03,Chicago Cubs,Milwaukee Brewers
717517,2023-07-03,Cincinnati Reds,Washington Nationals
717515,2023-07-03,St. Louis Cardinals,Miami Marlins
717513,2023-07-03,Baltimore Orioles,New York Yankees
717512,2023-07-03,Atlanta Braves,Cleveland Guardians
717510,2023-07-03,Kansas City Royals,Minnesota Twins
717505,2023-07-03,Los Angeles Angels,San Diego Padres
717516,2023-07-03,Seattle Mariners,San Francisco Giants
717506,2023-07-03,Pittsburgh Pirates,Los Angeles Dodgers
717507,2023-07-04,Cincinnati Reds,Washington Nationals
717508,2023-07-04,Baltimore Orioles,New York Yankees
717502,2023-07-04,St. Louis Cardinals,Miami Marlins
717501,2023-07-04,Texas Rangers,Boston Red Sox
717500,2023-07-04,Kansas City Royals,Minnesota Twins
717504,2023-07-04,Colorado Rockies,Houston Astros
717498,2023-07-04,New York Mets,Arizona Diamondbacks
717499,2023-07-04,Philadelphia Phillies,Tampa Bay Rays
717503,2023-07-04,Chicago Cubs,Milwaukee Brewers
717509,2023-07-04,Seattle Mariners,San Francisco Giants
717494,2023-07-04,Oakland Athletics,Detroit Tigers
717497,2023-07-04,Los Angeles Angels,San Diego Padres
717495,2023-07-04,Atlanta Braves,Cleveland Guardians
717496,2023-07-04,Toronto Blue Jays,Chicago White Sox
717492,2023-07-04,Pittsburgh Pirates,Los Angeles Dodgers
717489,2023-07-05,Colorado Rockies,Houston Astros
717485,2023-07-05,Oakland Athletics,Detroit Tigers
717491,2023-07-05,Philadelphia Phillies,Tampa Bay Rays
717488,2023-07-05,St. Louis Cardinals,Miami Marlins
717493,2023-07-05,Cincinnati Reds,Washington Nationals
717487,2023-07-05,Baltimore Orioles,New York Yankees
717484,2023-07-05,Texas Rangers,Boston Red Sox
717486,2023-07-05,Atlanta Braves,Cleveland Guardians
717482,2023-07-05,Kansas City Royals,Minnesota Twins
717483,2023-07-05,Chicago Cubs,Milwaukee Brewers
717478,2023-07-05,Los Angeles Angels,San Diego Padres
717490,2023-07-05,Seattle Mariners,San Francisco Giants
717477,2023-07-05,New York Mets,Arizona Diamondbacks
717479,2023-07-05,Pittsburgh Pirates,Los Angeles Dodgers
717480,2023-07-06,Toronto Blue Jays,Chicago White Sox
717481,2023-07-06,Cincinnati Reds,Washington Nationals
717476,2023-07-06,Oakland Athletics,Detroit Tigers
717474,2023-07-06,Chicago Cubs,Milwaukee Brewers
717468,2023-07-06,Toronto Blue Jays,Chicago White Sox
717480,2023-07-06,Toronto Blue Jays,Chicago White Sox
717472,2023-07-06,Philadelphia Phillies,Tampa Bay Rays
717473,2023-07-06,St. Louis Cardinals,Miami Marlins
717475,2023-07-06,Baltimore Orioles,New York Yankees
717469,2023-07-06,Kansas City Royals,Cleveland Guardians
717471,2023-07-06,Texas Rangers,Boston Red Sox
717467,2023-07-06,Seattle Mariners,Houston Astros
717470,2023-07-06,New York Mets,Arizona Diamondbacks
717462,2023-07-06,Pittsburgh Pirates,Los Angeles Dodgers
717457,2023-07-07,Toronto Blue Jays,Detroit Tigers
717460,2023-07-07,Atlanta Braves,Tampa Bay Rays
717466,2023-07-07,Philadelphia Phillies,Miami Marlins
717465,2023-07-07,Texas Rangers,Washington Nationals
717464,2023-07-07,Chicago Cubs,New York Yankees
717463,2023-07-07,Kansas City Royals,Cleveland Guardians
717461,2023-07-07,Oakland Athletics,Boston Red Sox
717453,2023-07-07,Seattle Mariners,Houston Astros
717458,2023-07-07,Baltimore Orioles,Minnesota Twins
717455,2023-07-07,St. Louis Cardinals,Chicago White Sox
717459,2023-07-07,Cincinnati Reds,Milwaukee Brewers
717452,2023-07-07,Pittsburgh Pirates,Arizona Diamondbacks
717454,2023-07-07,New York Mets,San Diego Padres
717456,2023-07-07,Los Angeles Angels,Los Angeles Dodgers
717448,2023-07-07,Colorado Rockies,San Francisco Giants
717447,2023-07-08,Chicago Cubs,New York Yankees
717442,2023-07-08,Toronto Blue Jays,Detroit Tigers
717446,2023-07-08,Baltimore Orioles,Minnesota Twins
717445,2023-07-08,St. Louis Cardinals,Chicago White Sox
717451,2023-07-08,Colorado Rockies,San Francisco Giants
717450,2023-07-08,Texas Rangers,Washington Nationals
717443,2023-07-08,Kansas City Royals,Cleveland Guardians
717449,2023-07-08,Oakland Athletics,Boston Red Sox
717439,2023-07-08,Pittsburgh Pirates,Arizona Diamondbacks
717438,2023-07-08,Philadelphia Phillies,Miami Marlins
717444,2023-07-08,Cincinnati Reds,Milwaukee Brewers
717440,2023-07-08,Seattle Mariners,Houston Astros
717441,2023-07-08,Atlanta Braves,Tampa Bay Rays
717437,2023-07-08,Los Angeles Angels,Los Angeles Dodgers
717436,2023-07-08,New York Mets,San Diego Padres
717432,2023-07-09,Texas Rangers,Washington Nationals
717435,2023-07-09,Oakland Athletics,Boston Red Sox
717433,2023-07-09,Chicago Cubs,New York Yankees
717434,2023-07-09,Kansas City Royals,Cleveland Guardians
717431,2023-07-09,Toronto Blue Jays,Detroit Tigers
717429,2023-07-09,Atlanta Braves,Tampa Bay Rays
717426,2023-07-09,Philadelphia Phillies,Miami Marlins
717430,2023-07-09,Seattle Mariners,Houston Astros
717428,2023-07-09,Baltimore Orioles,Minnesota Twins
717424,2023-07-09,St. Louis Cardinals,Chicago White Sox
717427,2023-07-09,Cincinnati Reds,Milwaukee Brewers
717422,2023-07-09,Colorado Rockies,San Francisco Giants
717425,2023-07-09,Pittsburgh Pirates,Arizona Diamondbacks
717423,2023-07-09,New York Mets,San Diego Padres
717418,2023-07-14,San Diego Padres,Philadelphia Phillies
717416,2023-07-14,San Francisco Giants,Pittsburgh Pirates
717407,2023-07-14,Washington Nationals,St. Louis Cardinals
717417,2023-07-14,Miami Marlins,Baltimore Orioles
717420,2023-07-14,Arizona Diamondbacks,Toronto Blue Jays
717413,2023-07-14,Los Angeles Dodgers,New York Mets
717412,2023-07-14,Milwaukee Brewers,Cincinnati Reds
717414,2023-07-14,Chicago White Sox,Atlanta Braves
717419,2023-07-14,Boston Red Sox,Chicago Cubs
717415,2023-07-14,Cleveland Guardians,Texas Rangers
717410,2023-07-14,New York Yankees,Colorado Rockies
717405,2023-07-14,Houston Astros,Los Angeles Angels
717409,2023-07-14,Minnesota Twins,Oakland Athletics
717406,2023-07-14,Detroit Tigers,Seattle Mariners
717411,2023-07-15,Tampa Bay Rays,Kansas City Royals
717408,2023-07-15,San Diego Padres,Philadelphia Phillies
717397,2023-07-15,San Diego Padres,Philadelphia Phillies
717411,2023-07-15,Tampa Bay Rays,Kansas City Royals
717393,2023-07-15,Tampa Bay Rays,Kansas City Royals
717407,2023-07-14,Washington Nationals,St. Louis Cardinals
717403,2023-07-15,Boston Red Sox,Chicago Cubs
717404,2023-07-15,Arizona Diamondbacks,Toronto Blue Jays
717402,2023-07-15,Cleveland Guardians,Texas Rangers
717398,2023-07-15,San Francisco Giants,Pittsburgh Pirates
717401,2023-07-15,Miami Marlins,Baltimore Orioles
717399,2023-07-15,Minnesota Twins,Oakland Athletics
717392,2023-07-15,Milwaukee Brewers,Cincinnati Reds
717400,2023-07-15,Los Angeles Dodgers,New York Mets
717396,2023-07-15,Washington Nationals,St. Louis Cardinals
717395,2023-07-15,Chicago White Sox,Atlanta Braves
717394,2023-07-15,New York Yankees,Colorado Rockies
717389,2023-07-15,Houston Astros,Los Angeles Angels
717390,2023-07-15,Detroit Tigers,Seattle Mariners
717388,2023-07-16,San Francisco Giants,Pittsburgh Pirates
717387,2023-07-16,San Diego Padres,Philadelphia Phillies
717391,2023-07-16,Chicago White Sox,Atlanta Braves
717384,2023-07-16,Miami Marlins,Baltimore Orioles
717386,2023-07-16,Arizona Diamondbacks,Toronto Blue Jays
717383,2023-07-16,Milwaukee Brewers,Cincinnati Reds
717382,2023-07-16,Tampa Bay Rays,Kansas City Royals
717380,2023-07-16,Washington Nationals,St. Louis Cardinals
717376,2023-07-16,Boston Red Sox,Chicago Cubs
717377,2023-07-16,Cleveland Guardians,Texas Rangers
717378,2023-07-16,New York Yankees,Colorado Rockies
717379,2023-07-16,Minnesota Twins,Oakland Athletics
717373,2023-07-16,Detroit Tigers,Seattle Mariners
717385,2023-07-16,Los Angeles Dodgers,New York Mets
717381,2023-07-16,Houston Astros,Los Angeles Angels
717372,2023-07-17,Los Angeles Dodgers,Baltimore Orioles
717371,2023-07-17,Cleveland Guardians,Pittsburgh Pirates
717375,2023-07-17,San Francisco Giants,Cincinnati Reds
717374,2023-07-17,Miami Marlins,St. Louis Cardinals
717370,2023-07-17,Washington Nationals,Chicago Cubs
717367,2023-07-17,Tampa Bay Rays,Texas Rangers
717368,2023-07-17,Detroit Tigers,Kansas City Royals
717369,2023-07-17,New York Yankees,Los Angeles Angels
717366,2023-07-17,Boston Red Sox,Oakland Athletics
717365,2023-07-17,Minnesota Twins,Seattle Mariners
717375,2023-07-17,San Francisco Giants,Cincinnati Reds
717363,2023-07-18,Milwaukee Brewers,Philadelphia Phillies
717361,2023-07-18,Los Angeles Dodgers,Baltimore Orioles
717364,2023-07-18,Cleveland Guardians,Pittsburgh Pirates
717362,2023-07-18,San Diego Padres,Toronto Blue Jays
717360,2023-07-18,San Francisco Giants,Cincinnati Reds
717359,2023-07-18,Chicago White Sox,New York Mets
717358,2023-07-18,Arizona Diamondbacks,Atlanta Braves
717357,2023-07-18,Miami Marlins,St. Louis Cardinals
717353,2023-07-18,Washington Nationals,Chicago Cubs
717354,2023-07-18,Tampa Bay Rays,Texas Rangers
717356,2023-07-18,Detroit Tigers,Kansas City Royals
717355,2023-07-18,Houston Astros,Colorado Rockies
717352,2023-07-18,New York Yankees,Los Angeles Angels
717349,2023-07-18,Boston Red Sox,Oakland Athletics
717350,2023-07-18,Minnesota Twins,Seattle Mariners
717348,2023-07-19,Cleveland Guardians,Pittsburgh Pirates
717343,2023-07-19,Los Angeles Dodgers,Baltimore Orioles
717346,2023-07-19,Tampa Bay Rays,Texas Rangers
717351,2023-07-19,Miami Marlins,St. Louis Cardinals
717345,2023-07-19,Houston Astros,Colorado Rockies
717344,2023-07-19,Boston Red Sox,Oakland Athletics
717347,2023-07-19,Milwaukee Brewers,Philadelphia Phillies
717338,2023-07-19,San Diego Padres,Toronto Blue Jays
717339,2023-07-19,New York Yankees,Los Angeles Angels
717342,2023-07-19,San Francisco Giants,Cincinnati Reds
717341,2023-07-19,Chicago White Sox,New York Mets
717340,2023-07-19,Arizona Diamondbacks,Atlanta Braves
717336,2023-07-19,Washington Nationals,Chicago Cubs
717333,2023-07-19,Detroit Tigers,Kansas City Royals
717335,2023-07-19,Minnesota Twins,Seattle Mariners
717337,2023-07-20,Arizona Diamondbacks,Atlanta Braves
717334,2023-07-20,San Francisco Giants,Cincinnati Reds
717329,2023-07-20,Milwaukee Brewers,Philadelphia Phillies
717331,2023-07-20,San Diego Padres,Toronto Blue Jays
717330,2023-07-20,Chicago White Sox,New York Mets
717332,2023-07-20,Detroit Tigers,Kansas City Royals
717327,2023-07-20,Minnesota Twins,Seattle Mariners
717328,2023-07-20,Baltimore Orioles,Tampa Bay Rays
717322,2023-07-20,St. Louis Cardinals,Chicago Cubs
717323,2023-07-20,Houston Astros,Oakland Athletics
717325,2023-07-21,St. Louis Cardinals,Chicago Cubs
717317,2023-07-21,San Diego Padres,Detroit Tigers
717320,2023-07-21,Baltimore Orioles,Tampa Bay Rays
717319,2023-07-21,Colorado Rockies,Miami Marlins
717326,2023-07-21,San Francisco Giants,Washington Nationals
717318,2023-07-21,Kansas City Royals,New York Yankees
717321,2023-07-21,Arizona Diamondbacks,Cincinnati Reds
717324,2023-07-21,New York Mets,Boston Red Sox
717315,2023-07-21,Philadelphia Phillies,Cleveland Guardians
717316,2023-07-21,Los Angeles Dodgers,Texas Rangers
717314,2023-07-21,Chicago White Sox,Minnesota Twins
717313,2023-07-21,Atlanta Braves,Milwaukee Brewers
717312,2023-07-21,Pittsburgh Pirates,Los Angeles Angels
717310,2023-07-21,Houston Astros,Oakland Athletics
717311,2023-07-21,Toronto Blue Jays,Seattle Mariners
717304,2023-07-22,Kansas City Royals,New York Yankees
717306,2023-07-22,Colorado Rockies,Miami Marlins
717324,2023-07-21,New York Mets,Boston Red Sox
717308,2023-07-22,St. Louis Cardinals,Chicago Cubs
717305,2023-07-22,Los Angeles Dodgers,Texas Rangers
717303,2023-07-22,Arizona Diamondbacks,Cincinnati Reds
717300,2023-07-22,Baltimore Orioles,Tampa Bay Rays
717301,2023-07-22,Toronto Blue Jays,Seattle Mariners
717299,2023-07-22,San Diego Padres,Detroit Tigers
717307,2023-07-22,San Francisco Giants,Washington Nationals
717309,2023-07-22,New York Mets,Boston Red Sox
717302,2023-07-22,Philadelphia Phillies,Cleveland Guardians
717293,2023-07-22,Chicago White Sox,Minnesota Twins
717296,2023-07-22,Atlanta Braves,Milwaukee Brewers
717295,2023-07-22,Houston Astros,Oakland Athletics
717297,2023-07-22,Pittsburgh Pirates,Los Angeles Angels
717288,2023-07-23,San Diego Padres,Detroit Tigers
717290,2023-07-23,San Francisco Giants,Washington Nationals
717294,2023-07-23,Kansas City Royals,New York Yankees
717289,2023-07-23,Arizona Diamondbacks,Cincinnati Reds
717291,2023-07-23,Baltimore Orioles,Tampa Bay Rays
717283,2023-07-23,Philadelphia Phillies,Cleveland Guardians
717292,2023-07-23,Colorado Rockies,Miami Marlins
717285,2023-07-23,Chicago White Sox,Minnesota Twins
717287,2023-07-23,Atlanta Braves,Milwaukee Brewers
717286,2023-07-23,St. Louis Cardinals,Chicago Cubs
717284,2023-07-23,Los Angeles Dodgers,Texas Rangers
717279,2023-07-23,Houston Astros,Oakland Athletics
717278,2023-07-23,Pittsburgh Pirates,Los Angeles Angels
717281,2023-07-23,Toronto Blue Jays,Seattle Mariners
717298,2023-07-23,New York Mets,Boston Red Sox
718558,2023-07-24,San Francisco Giants,Detroit Tigers
717280,2023-07-24,Baltimore Orioles,Philadelphia Phillies
717282,2023-07-24,Colorado Rockies,Washington Nationals
717277,2023-07-24,Kansas City Royals,Cleveland Guardians
717275,2023-07-24,Seattle Mariners,Minnesota Twins
717274,2023-07-24,Texas Rangers,Houston Astros
717273,2023-07-24,Cincinnati Reds,Milwaukee Brewers
717276,2023-07-24,Pittsburgh Pirates,San Diego Padres
717268,2023-07-24,St. Louis Cardinals,Arizona Diamondbacks
717271,2023-07-24,Toronto Blue Jays,Los Angeles Dodgers
717265,2023-07-25,Los Angeles Angels,Detroit Tigers
717267,2023-07-25,Baltimore Orioles,Philadelphia Phillies
717270,2023-07-25,Miami Marlins,Tampa Bay Rays
717269,2023-07-25,Colorado Rockies,Washington Nationals
717266,2023-07-25,New York Mets,New York Yankees
717260,2023-07-25,Kansas City Royals,Cleveland Guardians
717261,2023-07-25,Atlanta Braves,Boston Red Sox
717264,2023-07-25,Seattle Mariners,Minnesota Twins
717255,2023-07-25,Texas Rangers,Houston Astros
717263,2023-07-25,Chicago Cubs,Chicago White Sox
717262,2023-07-25,Cincinnati Reds,Milwaukee Brewers
717258,2023-07-25,Pittsburgh Pirates,San Diego Padres
717259,2023-07-25,St. Louis Cardinals,Arizona Diamondbacks
717272,2023-07-25,Oakland Athletics,San Francisco Giants
717256,2023-07-25,Toronto Blue Jays,Los Angeles Dodgers
717257,2023-07-26,Colorado Rockies,Washington Nationals
717252,2023-07-26,Miami Marlins,Tampa Bay Rays
717249,2023-07-26,Kansas City Royals,Cleveland Guardians
717250,2023-07-26,Seattle Mariners,Minnesota Twins
717254,2023-07-26,Cincinnati Reds,Milwaukee Brewers
717244,2023-07-26,St. Louis Cardinals,Arizona Diamondbacks
717246,2023-07-26,Pittsburgh Pirates,San Diego Padres
717253,2023-07-26,Toronto Blue Jays,Los Angeles Dodgers
717245,2023-07-26,Baltimore Orioles,Philadelphia Phillies
717248,2023-07-26,New York Mets,New York Yankees
717242,2023-07-26,Atlanta Braves,Boston Red Sox
717239,2023-07-26,Texas Rangers,Houston Astros
717240,2023-07-26,Chicago Cubs,Chicago White Sox
717251,2023-07-26,Oakland Athletics,San Francisco Giants
717247,2023-07-27,Los Angeles Angels,Detroit Tigers
717243,2023-07-27,Los Angeles Angels,Detroit Tigers
717247,2023-07-27,Los Angeles Angels,Detroit Tigers
717241,2023-07-27,Washington Nationals,New York Mets
717238,2023-07-27,Chicago Cubs,St. Louis Cardinals
717233,2023-07-27,Cleveland Guardians,Chicago White Sox
718780,2023-03-30,Atlanta Braves,Washington Nationals
718781,2023-03-30,San Francisco Giants,New York Yankees
718782,2023-03-30,Baltimore Orioles,Boston Red Sox
718777,2023-03-30,Milwaukee Brewers,Chicago Cubs
718776,2023-03-30,Detroit Tigers,Tampa Bay Rays
718779,2023-03-30,Philadelphia Phillies,Texas Rangers
718773,2023-03-30,Pittsburgh Pirates,Cincinnati Reds
718772,2023-03-30,Toronto Blue Jays,St. Louis Cardinals
718775,2023-03-30,Minnesota Twins,Kansas City Royals
718774,2023-03-30,New York Mets,Miami Marlins
718768,2023-03-30,Chicago White Sox,Houston Astros
718778,2023-03-30,Colorado Rockies,San Diego Padres
718769,2023-03-30,Los Angeles Angels,Oakland Athletics
718770,2023-03-30,Arizona Diamondbacks,Los Angeles Dodgers
718767,2023-03-30,Cleveland Guardians,Seattle Mariners
718780,2023-03-30,Atlanta Braves,Washington Nationals
718781,2023-03-30,San Francisco Giants,New York Yankees
718782,2023-03-30,Baltimore Orioles,Boston Red Sox
718777,2023-03-30,Milwaukee Brewers,Chicago Cubs
718776,2023-03-30,Detroit Tigers,Tampa Bay Rays
718779,2023-03-30,Philadelphia Phillies,Texas Rangers
718773,2023-03-30,Pittsburgh Pirates,Cincinnati Reds
718772,2023-03-30,Toronto Blue Jays,St. Louis Cardinals
718775,2023-03-30,Minnesota Twins,Kansas City Royals
718774,2023-03-30,New York Mets,Miami Marlins
718768,2023-03-30,Chicago White Sox,Houston Astros
718778,2023-03-30,Colorado Rockies,San Diego Padres
718769,2023-03-30,Los Angeles Angels,Oakland Athletics
718770,2023-03-30,Arizona Diamondbacks,Los Angeles Dodgers
718767,2023-03-30,Cleveland Guardians,Seattle Mariners
718780,2023-03-30,Atlanta Braves,Washington Nationals
718781,2023-03-30,San Francisco Giants,New York Yankees
718782,2023-03-30,Baltimore Orioles,Boston Red Sox
718777,2023-03-30,Milwaukee Brewers,Chicago Cubs
718776,2023-03-30,Detroit Tigers,Tampa Bay Rays
718779,2023-03-30,Philadelphia Phillies,Texas Rangers
718773,2023-03-30,Pittsburgh Pirates,Cincinnati Reds
718772,2023-03-30,Toronto Blue Jays,St. Louis Cardinals
718775,2023-03-30,Minnesota Twins,Kansas City Royals
718774,2023-03-30,New York Mets,Miami Marlins
718768,2023-03-30,Chicago White Sox,Houston Astros
718778,2023-03-30,Colorado Rockies,San Diego Padres
718769,2023-03-30,Los Angeles Angels,Oakland Athletics
718770,2023-03-30,Arizona Diamondbacks,Los Angeles Dodgers
718767,2023-03-30,Cleveland Guardians,Seattle Mariners
717236,2023-07-28,Detroit Tigers,Miami Marlins
717234,2023-07-28,Philadelphia Phillies,Pittsburgh Pirates
717237,2023-07-28,New York Yankees,Baltimore Orioles
717235,2023-07-28,Los Angeles Angels,Toronto Blue Jays
717230,2023-07-28,Washington Nationals,New York Mets
717228,2023-07-28,Cleveland Guardians,Chicago White Sox
717231,2023-07-28,Milwaukee Brewers,Atlanta Braves
717229,2023-07-28,Tampa Bay Rays,Houston Astros
717232,2023-07-28,Minnesota Twins,Kansas City Royals
717226,2023-07-28,Chicago Cubs,St. Louis Cardinals
717227,2023-07-28,Oakland Athletics,Colorado Rockies
717223,2023-07-28,Seattle Mariners,Arizona Diamondbacks
717224,2023-07-28,Texas Rangers,San Diego Padres
717225,2023-07-28,Cincinnati Reds,Los Angeles Dodgers
717220,2023-07-28,Boston Red Sox,San Francisco Giants
717222,2023-07-29,Los Angeles Angels,Toronto Blue Jays
717218,2023-07-29,Detroit Tigers,Miami Marlins
717216,2023-07-29,Philadelphia Phillies,Pittsburgh Pirates
717215,2023-07-29,Washington Nationals,New York Mets
717207,2023-07-29,Minnesota Twins,Kansas City Royals
717217,2023-07-29,Cleveland Guardians,Chicago White Sox
717221,2023-07-29,Boston Red Sox,San Francisco Giants
717213,2023-07-29,Chicago Cubs,St. Louis Cardinals
717214,2023-07-29,Tampa Bay Rays,Houston Astros
717219,2023-07-29,New York Yankees,Baltimore Orioles
717211,2023-07-29,Milwaukee Brewers,Atlanta Braves
717212,2023-07-29,Oakland Athletics,Colorado Rockies
717210,2023-07-29,Seattle Mariners,Arizona Diamondbacks
717209,2023-07-29,Texas Rangers,San Diego Padres
717205,2023-07-29,Cincinnati Reds,Los Angeles Dodgers
717201,2023-07-30,Los Angeles Angels,Toronto Blue Jays
717208,2023-07-30,Philadelphia Phillies,Pittsburgh Pirates
717206,2023-07-30,Milwaukee Brewers,Atlanta Braves
717203,2023-07-30,Washington Nationals,New York Mets
717202,2023-07-30,Detroit Tigers,Miami Marlins
717196,2023-07-30,Tampa Bay Rays,Houston Astros
717198,2023-07-30,Minnesota Twins,Kansas City Royals
717204,2023-07-30,Cleveland Guardians,Chicago White Sox
717195,2023-07-30,Chicago Cubs,St. Louis Cardinals
717199,2023-07-30,Oakland Athletics,Colorado Rockies
717197,2023-07-30,Boston Red Sox,San Francisco Giants
717194,2023-07-30,Cincinnati Reds,Los Angeles Dodgers
717193,2023-07-30,Seattle Mariners,Arizona Diamondbacks
717191,2023-07-30,Texas Rangers,San Diego Padres
717200,2023-07-30,New York Yankees,Baltimore Orioles
717189,2023-07-31,Philadelphia Phillies,Miami Marlins
717185,2023-07-31,Tampa Bay Rays,New York Yankees
717192,2023-07-31,Milwaukee Brewers,Washington Nationals
717186,2023-07-31,Baltimore Orioles,Toronto Blue Jays
717187,2023-07-31,Los Angeles Angels,Atlanta Braves
717188,2023-07-31,Cincinnati Reds,Chicago Cubs
717184,2023-07-31,Cleveland Guardians,Houston Astros
717179,2023-07-31,San Diego Padres,Colorado Rockies
717181,2023-07-31,Boston Red Sox,Seattle Mariners
717190,2023-07-31,Arizona Diamondbacks,San Francisco Giants
